Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
111,Jarius Wright,WR,30.013,2019-12-08,NFL,CAR,@,ATL,L 20-40,13,14,Sun,5,4,30,7.50,0,80.0%,6.00
112,JJ Arcega-Whiteside,WR,22.343,2019-12-09,NFL,PHI,,NYG,W 23-17,13,14,Mon,3,2,29,14.50,0,66.7%,9.67
113,Cole Beasley,WR,30.226,2019-12-08,NFL,BUF,,BAL,L 17-24,13,14,Sun,7,4,29,7.25,1,57.1%,4.14
114,Andrew Beck,FB/TE,23.207,2019-12-08,NFL,DEN,@,HOU,W 38-24,13,14,Sun,1,1,29,29.00,0,100.0%,29.00
115,Jamison Crowder,WR,26.174,2019-12-08,NFL,NYJ,,MIA,W 22-21,13,14,Sun,7,3,29,9.67,0,42.9%,4.14
116,Melvin Gordon,RB,26.239,2019-12-08,NFL,LAC,@,JAX,W 45-10,13,14,Sun,5,5,29,5.80,0,100.0%,5.80
117,Mark Ingram,RB,29.352,2019-12-08,NFL,BAL,@,BUF,W 24-17,13,14,Sun,3,3,29,9.67,0,100.0%,9.67
118,Devin Singletary,RB,22.096,2019-12-08,NFL,BUF,,BAL,L 17-24,13,14,Sun,8,6,29,4.83,0,75.0%,3.63
119,Jonnu Smith,TE,24.108,2019-12-08,NFL,TEN,@,OAK,W 42-21,13,14,Sun,4,3,29,9.67,1,75.0%,7.25
120,Tre'Quan Smith,WR,23.335,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,4,2,29,14.50,1,50.0%,7.25
121,DeVante Parker,WR,26.322,2019-12-08,NFL,MIA,@,NYJ,L 21-22,13,14,Sun,2,2,28,14.00,0,100.0%,14.00
122,John Ross ,WR,25.011,2019-12-08,NFL,CIN,@,CLE,L 19-27,13,14,Sun,3,2,28,14.00,0,66.7%,9.33
123,Sterling Shepard,WR,26.302,2019-12-09,NFL,NYG,@,PHI,L 17-23,13,14,Mon,7,4,28,7.00,0,57.1%,4.00
124,Demaryius Thomas,WR,31.348,2019-12-08,NFL,NYJ,,MIA,W 22-21,13,14,Sun,4,2,28,14.00,1,50.0%,7.00
125,Jack Doyle,TE,29.217,2019-12-08,NFL,IND,@,TAM,L 35-38,13,14,Sun,6,2,27,13.50,0,33.3%,4.50
126,James White ,RB,27.308,2019-12-08,NFL,NWE,,KAN,L 16-23,13,14,Sun,7,5,27,5.40,0,71.4%,3.86
127,John Brown,WR,29.249,2019-12-08,NFL,BUF,,BAL,L 17-24,13,14,Sun,8,3,26,8.67,0,37.5%,3.25
128,Keelan Doss,WR,23.262,2019-12-08,NFL,OAK,,TEN,L 21-42,13,14,Sun,3,3,26,8.67,0,100.0%,8.67
129,C.J. Ham,FB,26.139,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,1,1,25,25.00,0,100.0%,25.00
130,Isaiah McKenzie,WR,24.243,2019-12-08,NFL,BUF,,BAL,L 17-24,13,14,Sun,5,3,25,8.33,0,60.0%,5.00
131,Latavius Murray,RB,29.324,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,3,2,25,12.50,0,66.7%,8.33
132,Curtis Samuel ,WR,23.119,2019-12-08,NFL,CAR,@,ATL,L 20-40,13,14,Sun,4,2,25,12.50,0,50.0%,6.25
133,Tajae Sharpe,WR,24.350,2019-12-08,NFL,TEN,@,OAK,W 42-21,13,14,Sun,4,4,25,6.25,0,100.0%,6.25
134,Dede Westbrook,WR,26.017,2019-12-08,NFL,JAX,,LAC,L 10-45,13,14,Sun,7,6,25,4.17,0,85.7%,3.57
135,Devontae Booker,RB,27.195,2019-12-08,NFL,DEN,@,HOU,W 38-24,13,14,Sun,2,2,24,12.00,0,100.0%,12.00
136,Tarik Cohen,RB,24.132,2019-12-05,NFL,CHI,,DAL,W 31-24,13,14,Thu,6,6,24,4.00,0,100.0%,4.00
137,Nyheim Hines,RB,23.026,2019-12-08,NFL,IND,@,TAM,L 35-38,13,14,Sun,5,4,24,6.00,0,80.0%,4.80
138,Miles Sanders ,RB,22.222,2019-12-09,NFL,PHI,,NYG,W 23-17,13,14,Mon,5,4,24,6.00,0,80.0%,4.80
139,Jesse James,TE,25.187,2019-12-08,NFL,DET,@,MIN,L 7-20,13,14,Sun,2,1,23,23.00,0,50.0%,11.50
140,Ronald Jones II,RB,22.127,2019-12-08,NFL,TAM,,IND,W 38-35,13,14,Sun,5,4,23,5.75,0,80.0%,4.60
141,Deon Cain,WR,23.121,2019-12-08,NFL,PIT,@,ARI,W 23-17,13,14,Sun,1,1,22,22.00,0,100.0%,22.00
142,Kyle Juszczyk,FB,28.229,2019-12-08,NFL,SFO,@,NOR,W 48-46,13,14,Sun,3,3,22,7.33,0,100.0%,7.33
143,Ricky Seals-Jones,TE,24.268,2019-12-08,NFL,CLE,,CIN,W 27-19,13,14,Sun,1,1,22,22.00,0,100.0%,22.00
144,Irv Smith Jr.,TE,21.121,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,4,3,21,7.00,0,75.0%,5.25
145,Logan Thomas,TE,28.160,2019-12-08,NFL,DET,@,MIN,L 7-20,13,14,Sun,4,2,21,10.50,0,50.0%,5.25
146,Larry Fitzgerald,WR,36.099,2019-12-08,NFL,ARI,,PIT,L 17-23,13,14,Sun,7,3,20,6.67,0,42.9%,2.86
147,Peyton Barber,RB,25.284,2019-12-08,NFL,TAM,,IND,W 38-35,13,14,Sun,2,2,19,9.50,0,100.0%,9.50
148,Justin Hardy ,WR,27.355,2019-12-08,NFL,ATL,,CAR,W 40-20,13,14,Sun,1,1,19,19.00,0,100.0%,19.00
149,Allen Lazard,WR,23.362,2019-12-08,NFL,GNB,,WAS,W 20-15,13,14,Sun,3,2,19,9.50,0,66.7%,6.33
150,Kendrick Bourne,WR,24.126,2019-12-08,NFL,SFO,@,NOR,W 48-46,13,14,Sun,4,3,18,6.00,2,75.0%,4.50
151,Alvin Kamara,RB,24.136,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,6,4,18,4.50,0,66.7%,3.00
152,Alexander Mattison,RB,21.172,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,2,2,18,9.00,0,100.0%,9.00
153,Jalen Richard,RB,26.054,2019-12-08,NFL,OAK,,TEN,L 21-42,13,14,Sun,3,2,18,9.00,0,66.7%,6.00
154,Jaylen Samuels,RB,23.141,2019-12-08,NFL,PIT,@,ARI,W 23-17,13,14,Sun,2,2,18,9.00,0,100.0%,9.00
155,Russell Gage,WR,23.320,2019-12-08,NFL,ATL,,CAR,W 40-20,13,14,Sun,4,2,17,8.50,0,50.0%,4.25
156,J.D. McKissic,RB,26.115,2019-12-08,NFL,DET,@,MIN,L 7-20,13,14,Sun,4,4,16,4.00,0,100.0%,4.00
157,Rashaad Penny,RB,23.309,2019-12-08,NFL,SEA,@,LAR,L 12-28,13,14,Sun,1,1,16,16.00,0,100.0%,16.00
158,Auden Tate,WR,22.308,2019-12-08,NFL,CIN,@,CLE,L 19-27,13,14,Sun,4,1,16,16.00,0,25.0%,4.00
159,Chris Carson,RB,25.083,2019-12-08,NFL,SEA,@,LAR,L 12-28,13,14,Sun,4,3,15,5.00,0,75.0%,3.75
160,David Moore,WR,24.327,2019-12-08,NFL,SEA,@,LAR,L 12-28,13,14,Sun,2,1,15,15.00,0,50.0%,7.50
161,Mark Andrews,TE,23.093,2019-12-08,NFL,BAL,@,BUF,W 24-17,13,14,Sun,3,1,14,14.00,0,33.3%,4.67
162,Virgil Green,TE,31.127,2019-12-08,NFL,LAC,@,JAX,W 45-10,13,14,Sun,1,1,14,14.00,1,100.0%,14.00
163,Matt LaCosse,TE,27.078,2019-12-08,NFL,NWE,,KAN,L 16-23,13,14,Sun,4,2,14,7.00,0,50.0%,3.50
164,Foster Moreau,TE,22.216,2019-12-08,NFL,OAK,,TEN,L 21-42,13,14,Sun,3,3,14,4.67,1,100.0%,4.67
165,Bilal Powell,RB,31.042,2019-12-08,NFL,NYJ,,MIA,W 22-21,13,14,Sun,3,2,14,7.00,0,66.7%,4.67
166,Byron Pringle,WR,26.021,2019-12-08,NFL,KAN,@,NWE,W 23-16,13,14,Sun,1,1,14,14.00,0,100.0%,14.00
167,Tyler Conklin,TE,24.131,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,3,3,13,4.33,0,100.0%,4.33
168,Dalvin Cook,RB,24.120,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,2,2,13,6.50,0,100.0%,6.50
169,Leonard Fournette ,RB,24.324,2019-12-08,NFL,JAX,,LAC,L 10-45,13,14,Sun,6,3,13,4.33,0,50.0%,2.17
170,Deonte Harris,WR/RS,22.004,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,1,1,13,13.00,0,100.0%,13.00
171,Mohamed Sanu,WR,30.108,2019-12-08,NFL,NWE,,KAN,L 16-23,13,14,Sun,1,1,13,13.00,0,100.0%,13.00
172,Willie Snead ,WR/RS,27.052,2019-12-08,NFL,BAL,@,BUF,W 24-17,13,14,Sun,4,3,13,4.33,1,75.0%,3.25
173,Parris Campbell,WR,22.145,2019-12-08,NFL,IND,@,TAM,L 35-38,13,14,Sun,5,3,12,4.00,0,60.0%,2.40
174,Keelan Cole,WR,26.232,2019-12-08,NFL,JAX,,LAC,L 10-45,13,14,Sun,3,1,12,12.00,0,33.3%,4.00
175,Ezekiel Elliott,RB,24.136,2019-12-05,NFL,DAL,@,CHI,L 24-31,13,14,Thu,5,2,12,6.00,0,40.0%,2.40
176,N'Keal Harry ,WR,21.356,2019-12-08,NFL,NWE,,KAN,L 16-23,13,14,Sun,1,1,12,12.00,0,100.0%,12.00
177,Taysom Hill,QB,29.107,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,1,1,12,12.00,0,100.0%,12.00
178,Demarcus Robinson,WR,25.078,2019-12-08,NFL,KAN,@,NWE,W 23-16,13,14,Sun,2,1,12,12.00,0,50.0%,6.00
179,Robert Tonyan,TE,25.222,2019-12-08,NFL,GNB,,WAS,W 20-15,13,14,Sun,1,1,12,12.00,1,100.0%,12.00
180,Geronimo Allison,WR,25.324,2019-12-08,NFL,GNB,,WAS,W 20-15,13,14,Sun,1,1,11,11.00,0,100.0%,11.00
181,Nick Chubb,RB,23.346,2019-12-08,NFL,CLE,,CIN,W 27-19,13,14,Sun,1,1,11,11.00,0,100.0%,11.00
182,Chris Manhertz,TE,27.242,2019-12-08,NFL,CAR,@,ATL,L 20-40,13,14,Sun,1,1,11,11.00,0,100.0%,11.00
183,Kalif Raymond,WR,25.122,2019-12-08,NFL,TEN,@,OAK,W 42-21,13,14,Sun,2,1,11,11.00,0,50.0%,5.50
184,Kyle Rudolph ,TE,30.029,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,2,2,11,5.50,0,100.0%,5.50
185,Golden Tate,WR,31.129,2019-12-09,NFL,NYG,@,PHI,L 17-23,13,14,Mon,5,1,11,11.00,0,20.0%,2.20
186,Nick Boyle,TE,26.294,2019-12-08,NFL,BAL,@,BUF,W 24-17,13,14,Sun,3,2,10,5.00,1,66.7%,3.33
187,Damiere Byrd ,WR,26.315,2019-12-08,NFL,ARI,,PIT,L 17-23,13,14,Sun,1,1,10,10.00,0,100.0%,10.00
188,Devonta Freeman ,RB,27.268,2019-12-08,NFL,ATL,,CAR,W 40-20,13,14,Sun,4,4,10,2.50,0,100.0%,2.50
189,Malik Turner,WR,23.312,2019-12-08,NFL,SEA,@,LAR,L 12-28,13,14,Sun,3,1,10,10.00,0,33.3%,3.33
190,Olabisi Johnson,WR,22.266,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,1,1,9,9.00,1,100.0%,9.00
191,Kaden Smith,TE,22.229,2019-12-09,NFL,NYG,@,PHI,L 17-23,13,14,Mon,5,2,9,4.50,0,40.0%,1.80
192,Michael Walker,WR,23.040,2019-12-08,NFL,JAX,,LAC,L 10-45,13,14,Sun,1,1,9,9.00,0,100.0%,9.00
193,Kerrith Whyte Jr,RB,23.038,2019-12-08,NFL,PIT,@,ARI,W 23-17,13,14,Sun,1,1,9,9.00,0,100.0%,9.00
194,Mo Alie-Cox,TE,26.080,2019-12-08,NFL,IND,@,TAM,L 35-38,13,14,Sun,1,1,8,8.00,0,100.0%,8.00
195,Royce Freeman,RB,23.287,2019-12-08,NFL,DEN,@,HOU,W 38-24,13,14,Sun,2,2,8,4.00,1,100.0%,4.00
196,Ryan Griffin,TE,29.331,2019-12-08,NFL,NYJ,,MIA,W 22-21,13,14,Sun,1,1,8,8.00,0,100.0%,8.00
197,Jeff Heuerman,TE,27.014,2019-12-08,NFL,DEN,@,HOU,W 38-24,13,14,Sun,1,1,8,8.00,1,100.0%,8.00
198,Seth Roberts ,WR,28.289,2019-12-08,NFL,BAL,@,BUF,W 24-17,13,14,Sun,4,1,8,8.00,0,25.0%,2.00
199,Kenny Stills,WR,27.230,2019-12-08,NFL,HOU,,DEN,L 24-38,13,14,Sun,2,2,8,4.00,0,100.0%,4.00
200,Daniel Brown,TE,27.196,2019-12-08,NFL,NYJ,,MIA,W 22-21,13,14,Sun,2,1,7,7.00,0,50.0%,3.50
201,Chris Conley,WR,27.044,2019-12-08,NFL,JAX,,LAC,L 10-45,13,14,Sun,3,1,7,7.00,0,33.3%,2.33
202,Trey Edmunds,RB,24.343,2019-12-08,NFL,PIT,@,ARI,W 23-17,13,14,Sun,1,1,7,7.00,0,100.0%,7.00
203,Ty Johnson,RB,22.082,2019-12-08,NFL,DET,@,MIN,L 7-20,13,14,Sun,1,1,7,7.00,0,100.0%,7.00
204,Ben Watson,TE,38.355,2019-12-08,NFL,NWE,,KAN,L 16-23,13,14,Sun,3,1,7,7.00,0,33.3%,2.33
205,Brandon Zylstra,WR,26.258,2019-12-08,NFL,CAR,@,ATL,L 20-40,13,14,Sun,2,1,7,7.00,0,50.0%,3.50
206,Myles Gaskin,RB,22.296,2019-12-08,NFL,MIA,@,NYJ,L 21-22,13,14,Sun,2,1,6,6.00,0,50.0%,3.00
207,Mike Gesicki,TE,24.066,2019-12-08,NFL,MIA,@,NYJ,L 21-22,13,14,Sun,5,1,6,6.00,0,20.0%,1.20
208,Derrick Henry ,RB,25.338,2019-12-08,NFL,TEN,@,OAK,W 42-21,13,14,Sun,1,1,6,6.00,0,100.0%,6.00
209,Charles Clay,TE,30.298,2019-12-08,NFL,ARI,,PIT,L 17-23,13,14,Sun,1,1,5,5.00,1,100.0%,5.00
210,Pharoh Cooper,WR,24.276,2019-12-08,NFL,ARI,,PIT,L 17-23,13,14,Sun,1,1,5,5.00,0,100.0%,5.00
211,Carlos Hyde,RB,29.079,2019-12-08,NFL,HOU,,DEN,L 24-38,13,14,Sun,3,2,5,2.50,0,66.7%,1.67
212,Andy Isabella,WR,23.020,2019-12-08,NFL,ARI,,PIT,L 17-23,13,14,Sun,1,1,5,5.00,0,100.0%,5.00
213,Zay Jones ,WR,24.253,2019-12-08,NFL,OAK,,TEN,L 21-42,13,14,Sun,3,1,5,5.00,0,33.3%,1.67
214,Dion Lewis,RB,29.072,2019-12-08,NFL,TEN,@,OAK,W 42-21,13,14,Sun,1,1,5,5.00,0,100.0%,5.00
215,Marcedes Lewis,TE,35.203,2019-12-08,NFL,GNB,,WAS,W 20-15,13,14,Sun,1,1,5,5.00,0,100.0%,5.00
216,Riley Ridley,WR,23.137,2019-12-05,NFL,CHI,,DAL,W 31-24,13,14,Thu,1,1,5,5.00,0,100.0%,5.00
217,Bo Scarbrough,RB,23.070,2019-12-08,NFL,DET,@,MIN,L 7-20,13,14,Sun,3,1,5,5.00,0,33.3%,1.67
218,Albert Wilson,WR,27.149,2019-12-08,NFL,MIA,@,NYJ,L 21-22,13,14,Sun,2,1,5,5.00,0,50.0%,2.50
219,Matt Breida,RB,24.283,2019-12-08,NFL,SFO,@,NOR,W 48-46,13,14,Sun,1,1,4,4.00,0,100.0%,4.00
220,Josh Hill,TE,29.201,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,3,2,4,2.00,1,66.7%,1.33
221,Phillip Lindsay,RB,25.137,2019-12-08,NFL,DEN,@,HOU,W 38-24,13,14,Sun,2,2,4,2.00,0,100.0%,2.00
222,LeSean McCoy,RB,31.149,2019-12-08,NFL,KAN,@,NWE,W 23-16,13,14,Sun,3,1,4,4.00,0,33.3%,1.33
223,David Njoku ,TE,23.151,2019-12-08,NFL,CLE,,CIN,W 27-19,13,14,Sun,3,1,4,4.00,0,33.3%,1.33
224,C.J. Uzomah,TE,26.328,2019-12-08,NFL,CIN,@,CLE,L 19-27,13,14,Sun,2,1,4,4.00,0,50.0%,2.00
225,Troy Fumagalli,TE,24.294,2019-12-08,NFL,DEN,@,HOU,W 38-24,13,14,Sun,1,1,3,3.00,0,100.0%,3.00
226,Vance McDonald,TE,29.178,2019-12-08,NFL,PIT,@,ARI,W 23-17,13,14,Sun,1,1,3,3.00,0,100.0%,3.00
227,Isaac Nauta,TE,22.201,2019-12-08,NFL,DET,@,MIN,L 7-20,13,14,Sun,1,1,3,3.00,0,100.0%,3.00
228,Ameer Abdullah,RB,26.178,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,1,1,2,2.00,0,100.0%,2.00
229,Darren Fells,TE,33.230,2019-12-08,NFL,HOU,,DEN,L 24-38,13,14,Sun,4,2,2,1.00,0,50.0%,0.50
230,Durham Smythe,TE,24.091,2019-12-08,NFL,MIA,@,NYJ,L 21-22,13,14,Sun,1,1,2,2.00,0,100.0%,2.00
231,Saquon Barkley,RB,22.303,2019-12-09,NFL,NYG,@,PHI,L 17-23,13,14,Mon,4,3,1,0.33,0,75.0%,0.25
232,Sony Michel,RB,24.294,2019-12-08,NFL,NWE,,KAN,L 16-23,13,14,Sun,1,1,1,1.00,0,100.0%,1.00
233,Ross Travis,TE,26.333,2019-12-08,NFL,IND,@,TAM,L 35-38,13,14,Sun,1,1,1,1.00,0,100.0%,1.00
234,Marquise Brown ,WR,22.187,2019-12-08,NFL,BAL,@,BUF,W 24-17,13,14,Sun,3,3,-2,-0.67,0,100.0%,-0.67
235,Garrett Bradbury,C,24.171,2019-12-08,NFL,MIN,,DET,W 20-7,13,14,Sun,1,1,-4,-4.00,0,100.0%,-4.00
236,Spencer Ware,RB,28.015,2019-12-08,NFL,KAN,@,NWE,W 23-16,13,14,Sun,2,1,-9,-9.00,0,50.0%,-4.50
1,Travis Kelce,TE,30.071,2019-12-15,NFL,KAN,,DEN,W 23-3,14,15,Sun,13,11,142,12.91,0,84.6%,10.92
2,Julio Jones ,WR,30.310,2019-12-15,NFL,ATL,@,SFO,W 29-22,14,15,Sun,20,13,134,10.31,2,65.0%,6.70
3,George Kittle,TE,26.067,2019-12-15,NFL,SFO,,ATL,L 22-29,14,15,Sun,17,13,134,10.31,0,76.5%,7.88
4,Terry McLaurin ,WR,24.091,2019-12-15,NFL,WAS,,PHI,L 27-37,14,15,Sun,5,5,130,26.00,1,100.0%,26.00
5,Michael Thomas,WR,26.288,2019-12-16,NFL,NOR,,IND,W 34-7,14,15,Mon,12,12,128,10.67,1,100.0%,10.67
6,Allen Robinson,WR,26.113,2019-12-15,NFL,CHI,@,GNB,L 13-21,14,15,Sun,14,7,125,17.86,0,50.0%,8.93
7,Darren Waller,TE,27.093,2019-12-15,NFL,OAK,,JAX,L 16-20,14,15,Sun,10,8,122,15.25,0,80.0%,12.20
8,Chris Godwin,WR,23.291,2019-12-15,NFL,TAM,@,DET,W 38-17,14,15,Sun,8,5,121,24.20,0,62.5%,15.13
9,Tyler Lockett,WR,27.078,2019-12-15,NFL,SEA,@,CAR,W 30-24,14,15,Sun,9,8,120,15.00,1,88.9%,13.33
10,DeAndre Hopkins,WR,27.192,2019-12-15,NFL,HOU,@,TEN,W 24-21,14,15,Sun,8,6,119,19.83,0,75.0%,14.88
11,Anthony Miller,WR,25.067,2019-12-15,NFL,CHI,@,GNB,L 13-21,14,15,Sun,15,9,118,13.11,1,60.0%,7.87
12,A.J. Brown,WR,22.168,2019-12-15,NFL,TEN,,HOU,L 21-24,14,15,Sun,13,8,114,14.25,1,61.5%,8.77
13,D.J. Moore,WR,22.245,2019-12-15,NFL,CAR,,SEA,L 24-30,14,15,Sun,12,8,113,14.13,0,66.7%,9.42
14,Breshad Perriman,WR,26.096,2019-12-15,NFL,TAM,@,DET,W 38-17,14,15,Sun,6,5,113,22.60,3,83.3%,18.83
15,Tyler Higbee,TE,26.348,2019-12-15,NFL,LAR,@,DAL,L 21-44,14,15,Sun,14,12,111,9.25,0,85.7%,7.93
16,Sterling Shepard,WR,26.308,2019-12-15,NFL,NYG,,MIA,W 36-20,14,15,Sun,11,9,111,12.33,0,81.8%,10.09
17,Davante Adams,WR,26.356,2019-12-15,NFL,GNB,,CHI,W 21-13,14,15,Sun,13,7,103,14.71,1,53.8%,7.92
18,Danny Amendola,WR,34.043,2019-12-15,NFL,DET,,TAM,L 17-38,14,15,Sun,13,8,102,12.75,0,61.5%,7.85
19,Keenan Allen,WR,27.232,2019-12-15,NFL,LAC,,MIN,L 10-39,14,15,Sun,10,9,99,11.00,0,90.0%,9.90
20,John Brown,WR,29.256,2019-12-15,NFL,BUF,@,PIT,W 17-10,14,15,Sun,10,7,99,14.14,0,70.0%,9.90
21,Jamison Crowder,WR,26.178,2019-12-12,NFL,NYJ,@,BAL,L 21-42,14,15,Thu,11,6,90,15.00,2,54.5%,8.18
22,Christian McCaffrey ,RB,23.191,2019-12-15,NFL,CAR,,SEA,L 24-30,14,15,Sun,10,8,88,11.00,0,80.0%,8.80
23,Damiere Byrd ,WR,26.322,2019-12-15,NFL,ARI,,CLE,W 38-24,14,15,Sun,6,6,86,14.33,0,100.0%,14.33
24,James Washington,WR,23.257,2019-12-15,NFL,PIT,,BUF,L 10-17,14,15,Sun,11,5,83,16.60,0,45.5%,7.55
25,Courtland Sutton,WR,24.066,2019-12-15,NFL,DEN,@,KAN,L 3-23,14,15,Sun,10,4,79,19.75,0,40.0%,7.90
26,Keelan Cole,WR,26.239,2019-12-15,NFL,JAX,@,OAK,W 20-16,14,15,Sun,6,3,76,25.33,0,50.0%,12.67
27,Stefon Diggs,WR,26.016,2019-12-15,NFL,MIN,@,LAC,W 39-10,14,15,Sun,6,4,76,19.00,0,66.7%,12.67
28,DeVante Parker,WR,26.329,2019-12-15,NFL,MIA,@,NYG,L 20-36,14,15,Sun,7,4,72,18.00,2,57.1%,10.29
29,Mike Williams ,WR,25.072,2019-12-15,NFL,LAC,,MIN,L 10-39,14,15,Sun,9,4,71,17.75,1,44.4%,7.89
30,Tyreek Hill,WR,25.289,2019-12-15,NFL,KAN,,DEN,W 23-3,14,15,Sun,7,5,67,13.40,2,71.4%,9.57
31,Robby Anderson,WR,26.217,2019-12-12,NFL,NYJ,@,BAL,L 21-42,14,15,Thu,6,4,66,16.50,0,66.7%,11.00
32,Odell Beckham Jr.,WR,27.040,2019-12-15,NFL,CLE,@,ARI,L 24-38,14,15,Sun,13,8,66,8.25,0,61.5%,5.08
33,Seth Roberts ,WR,28.293,2019-12-12,NFL,BAL,,NYJ,W 42-21,14,15,Thu,3,3,66,22.00,1,100.0%,22.00
34,Austin Ekeler,RB,24.212,2019-12-15,NFL,LAC,,MIN,L 10-39,14,15,Sun,7,5,62,12.40,0,71.4%,8.86
35,Kareem Hunt,RB,24.131,2019-12-15,NFL,CLE,@,ARI,L 24-38,14,15,Sun,9,8,62,7.75,0,88.9%,6.89
36,Diontae Johnson ,WR,23.163,2019-12-15,NFL,PIT,,BUF,L 10-17,14,15,Sun,7,5,62,12.40,0,71.4%,8.86
37,Zach Ertz,TE,29.035,2019-12-15,NFL,PHI,@,WAS,W 37-27,14,15,Sun,10,5,61,12.20,1,50.0%,6.10
38,Will Fuller,WR,25.243,2019-12-15,NFL,HOU,@,TEN,W 24-21,14,15,Sun,7,5,61,12.20,0,71.4%,8.71
39,Greg Ward,WR,24.156,2019-12-15,NFL,PHI,@,WAS,W 37-27,14,15,Sun,9,7,61,8.71,1,77.8%,6.78
40,Jonnu Smith,TE,24.115,2019-12-15,NFL,TEN,,HOU,L 21-24,14,15,Sun,5,5,60,12.00,0,100.0%,12.00
41,Tavon Austin,WR,29.275,2019-12-15,NFL,DAL,,LAR,W 44-21,14,15,Sun,1,1,59,59.00,1,100.0%,59.00
42,Albert Wilson,WR,27.156,2019-12-15,NFL,MIA,@,NYG,L 20-36,14,15,Sun,8,5,59,11.80,0,62.5%,7.38
43,Josh Gordon,WR,28.246,2019-12-15,NFL,SEA,@,CAR,W 30-24,14,15,Sun,1,1,58,58.00,0,100.0%,58.00
44,Tarik Cohen,RB,24.142,2019-12-15,NFL,CHI,@,GNB,L 13-21,14,15,Sun,10,7,57,8.14,0,70.0%,5.70
45,Corey Davis ,WR,24.338,2019-12-15,NFL,TEN,,HOU,L 21-24,14,15,Sun,6,3,57,19.00,0,50.0%,9.50
46,Noah Fant,TE,22.025,2019-12-15,NFL,DEN,@,KAN,L 3-23,14,15,Sun,3,2,56,28.00,0,66.7%,18.67
47,Dallas Goedert,TE,24.346,2019-12-15,NFL,PHI,@,WAS,W 37-27,14,15,Sun,6,5,55,11.00,0,83.3%,9.17
48,Jared Cook,TE,32.253,2019-12-16,NFL,NOR,,IND,W 34-7,14,15,Mon,4,4,54,13.50,0,100.0%,13.50
49,Mark Andrews,TE,23.097,2019-12-12,NFL,BAL,,NYJ,W 42-21,14,15,Thu,7,4,52,13.00,1,57.1%,7.43
50,Golden Tate,WR,31.135,2019-12-15,NFL,NYG,,MIA,W 36-20,14,15,Sun,4,1,51,51.00,1,25.0%,12.75
51,Miles Sanders ,RB,22.228,2019-12-15,NFL,PHI,@,WAS,W 37-27,14,15,Sun,6,6,50,8.33,1,100.0%,8.33
52,Chris Conley,WR,27.051,2019-12-15,NFL,JAX,@,OAK,W 20-16,14,15,Sun,8,4,49,12.25,2,50.0%,6.13
53,Jake Kumerow,WR,27.301,2019-12-15,NFL,GNB,,CHI,W 21-13,14,15,Sun,1,1,49,49.00,0,100.0%,49.00
54,Scott Miller,WR,22.137,2019-12-15,NFL,TAM,@,DET,W 38-17,14,15,Sun,3,3,49,16.33,1,100.0%,16.33
55,Sammy Watkins,WR,26.184,2019-12-15,NFL,KAN,,DEN,W 23-3,14,15,Sun,4,3,49,16.33,0,75.0%,12.25
56,James White ,RB,27.315,2019-12-15,NFL,NWE,@,CIN,W 34-13,14,15,Sun,4,3,49,16.33,1,75.0%,12.25
57,Chris Lacy,WR,23.321,2019-12-15,NFL,DET,,TAM,L 17-38,14,15,Sun,2,1,48,48.00,0,50.0%,24.00
58,Kyle Rudolph ,TE,30.036,2019-12-15,NFL,MIN,@,LAC,W 39-10,14,15,Sun,3,3,48,16.00,0,100.0%,16.00
59,Mike Gesicki,TE,24.073,2019-12-15,NFL,MIA,@,NYG,L 20-36,14,15,Sun,8,4,47,11.75,0,50.0%,5.88
60,Brandin Cooks,WR,26.081,2019-12-15,NFL,LAR,@,DAL,L 21-44,14,15,Sun,8,4,46,11.50,0,50.0%,5.75
61,O.J. Howard ,TE,25.026,2019-12-15,NFL,TAM,@,DET,W 38-17,14,15,Sun,7,4,46,11.50,0,57.1%,6.57
62,Marquise Brown ,WR,22.191,2019-12-12,NFL,BAL,,NYJ,W 42-21,14,15,Thu,4,4,45,11.25,1,100.0%,11.25
63,Steven Sims,WR,22.259,2019-12-15,NFL,WAS,,PHI,L 27-37,14,15,Sun,11,5,45,9.00,1,45.5%,4.09
64,Tyrell Williams,WR,27.306,2019-12-15,NFL,OAK,,JAX,L 16-20,14,15,Sun,3,2,45,22.50,1,66.7%,15.00
